imu1_acc_x,imu1_acc_y,imu1_acc_z,imu1_gyro_x,imu1_gyro_y,imu1_gyro_z,imu2_acc_x,imu2_acc_y,imu2_acc_z,imu2_gyro_x,imu2_gyro_y,imu2_gyro_z,imu3_acc_x,imu3_acc_y,imu3_acc_z,imu3_gyro_x,imu3_gyro_y,imu3_gyro_z,imu4_acc_x,imu4_acc_y,imu4_acc_z,imu4_gyro_x,imu4_gyro_y,imu4_gyro_z,imu5_acc_x,imu5_acc_y,imu5_acc_z,imu5_gyro_x,imu5_gyro_y,imu5_gyro_z,imu6_acc_x,imu6_acc_y,imu6_acc_z,imu6_gyro_x,imu6_gyro_y,imu6_gyro_z,imu7_acc_x,imu7_acc_y,imu7_acc_z,imu7_gyro_x,imu7_gyro_y,imu7_gyro_z,imu8_acc_x,imu8_acc_y,imu8_acc_z,imu8_gyro_x,imu8_gyro_y,imu8_gyro_z,imu9_acc_x,imu9_acc_y,imu9_acc_z,imu9_gyro_x,imu9_gyro_y,imu9_gyro_z,imu10_acc_x,imu10_acc_y,imu10_acc_z,imu10_gyro_x,imu10_gyro_y,imu10_gyro_z,stroke_label,head_x,head_y,stroke_prob
1.924,-1.065,-0.933,-0.771,-1.35,-0.46,-0.196,-0.545,-0.639,-1.758,0.031,-0.928,0.848,-0.937,-0.237,1.355,0.749,2.842,-0.887,-0.424,0.774,0.757,-0.175,0.431,-0.558,-0.656,1.349,0.191,-0.021,0.414,0.162,0.212,0.885,0.273,-0.553,0.77,1.269,0.162,0.809,-1.146,1.312,-0.808,0.012,0.321,1.116,-2.507,0.984,1.006,-1.259,-0.382,-1.244,0.395,0.986,0.369,-2.624,-0.019,-0.794,-0.669,0.599,2.091,Freestyle,741,751,0.596
-0.528,1.194,-0.449,0.039,0.913,-0.95,1.168,-1.245,-0.102,2.269,1.901,-0.023,0.739,-0.017,-1.683,-2.214,2.838,-0.03,1.551,-0.006,-0.779,0.01,-0.33,0.901,-0.973,-0.298,0.317,-0.316,0.126,0.013,-1.074,0.303,0.327,0.103,-0.738,0.069,0.634,-2.304,-0.725,1.233,-0.694,-0.635,-0.813,0.292,0.538,-0.706,-0.673,0.218,0.327,-1.356,0.789,0.143,0.108,-0.286,0.052,-0.368,0.919,0.457,0.512,0.178,Breaststroke,754,854,0.49
1.552,-1.149,-1.507,-2.391,1.148,2.535,0.125,-0.813,-0.281,1.066,0.331,-0.752,0.826,2.098,0.54,-0.18,-0.508,0.074,1.187,1.443,-0.263,-0.713,0.38,1.218,1.001,-0.601,-1.457,-0.22,0.132,-0.345,-2.377,-0.397,-0.309,-1.803,-1.282,0.219,0.72,-0.551,-2.289,-0.691,0.937,0.274,1.076,-0.702,0.955,-1.353,-0.423,-1.398,0.015,-2.128,0.226,-0.113,-0.18,-0.99,0.405,-0.159,-0.169,-0.215,-1.014,1.564,Freestyle,318,700,0.195
1.797,-2.686,0.1,0.97,-0.225,0.069,-0.776,-0.166,0.318,0.679,-0.214,-1.146,-1.239,0.448,-0.247,2.324,0.584,1.656,-0.57,-1.493,-1.645,-1.265,1.609,1.006,-0.528,-1.221,1.272,2.346,-0.918,-0.117,-1.021,0.996,-1.135,-0.796,-0.478,-0.121,0.294,-2.726,1.194,0.653,-1.141,1.343,0.465,0.801,1.341,-0.618,-0.192,-0.541,-0.128,-0.32,-1.17,-0.739,0.887,0.822,-0.535,1.202,1.191,0.112,-2.663,-1.01,Butterfly,620,354,0.72
-1.189,2.387,-0.218,0.648,1.145,-0.242,0.125,-1.023,1.885,-0.061,0.621,-0.577,-0.748,0.476,-0.787,-2.445,0.011,-0.165,-0.056,0.549,1.024,-0.295,0.129,-0.576,-0.859,-0.25,-0.994,-0.253,1.499,1.432,-0.637,-0.186,-0.215,1.775,0.525,-0.272,0.418,1.702,-0.706,-0.433,1.643,1.973,0.486,-0.92,0.748,-1.648,1.247,0.273,-0.943,-0.698,0.188,-0.17,0.871,-0.777,-0.235,-0.137,-0.071,0.536,-0.358,2.13,Front Crawl,1304,902,0.551
-0.539,-0.676,-0.833,0.092,-0.391,1.28,-0.707,1.206,-0.455,-0.357,0.985,1.177,1.821,-0.758,2.71,-0.798,-0.378,-0.194,-0.05,-1.553,1.232,1.069,0.232,0.839,-0.393,-0.53,0.225,0.299,0.679,-0.066,-0.194,0.042,-1.584,0.908,0.228,-1.294,0.08,-0.082,0.711,0.573,-0.856,-0.405,-0.59,-1.206,0.41,-0.169,-0.71,-1.262,0.075,-0.463,1.919,0.954,0.696,0.06,-0.076,-0.837,-1.301,-1.697,-0.57,0.602,Freestyle,613,583,0.754
0.127,0.423,0.195,0.192,-1.352,0.888,0.605,0.679,-0.052,-1.752,0.756,1.2,-1.214,-0.025,-0.313,0.454,-0.529,-0.684,-0.518,-0.084,-1.563,0.919,-1.843,-0.201,0.184,1.216,1.552,-1.403,0.551,0.22,0.551,-1.308,0.456,-0.297,0.494,0.337,-0.137,0.483,-0.078,0.634,0.798,1.768,0.318,0.741,0.848,1.542,-1.636,0.138,-0.418,-0.708,0.521,-0.542,-0.797,-0.877,1.314,1.267,0.486,1.569,0.814,-0.359,Breaststroke,966,646,0.701
-1.145,0.896,0.16,0.065,-0.957,-0.02,-2.205,0.678,-0.123,-0.983,1.351,0.775,-0.095,0.471,0.371,1.697,-1.169,1.28,2.115,-0.034,1.009,0.472,0.731,-0.274,0.443,-1.132,-0.485,-0.55,0.544,-1.1,-0.423,0.741,-0.473,0.432,2.146,-1.38,0.421,-1.479,1.153,0.83,-0.015,0.809,0.114,-0.698,0.479,-0.289,0.7,-0.566,-0.402,0.49,-0.491,0.573,-0.181,-0.074,0.16,1.174,-0.72,-0.24,-0.517,0.098,Front Crawl,1631,840,0.765
-1.263,-1.199,0.577,0.858,-0.867,0.951,0.369,-0.814,-1.404,-1.151,-0.184,-0.098,-0.736,0.216,1.373,-1.006,-2.126,-0.134,-0.23,-1.417,-0.043,-0.895,0.596,0.403,-0.68,0.737,-0.599,-0.313,-0.414,-0.041,-1.06,0.111,-0.143,-0.868,0.638,-1.005,0.095,2.008,0.706,-0.976,0.876,-2.044,0.471,-0.311,-0.077,0.468,-0.736,0.707,-0.87,0.283,-0.247,-0.152,0.548,-0.114,-2.973,-2.221,0.532,0.462,-0.291,0.392,Backstroke,1631,373,0.145
0.447,-0.29,-0.724,1.099,-0.218,0.77,0.696,-0.076,-0.476,1.873,0.031,-0.239,-0.94,-1.981,0.627,0.599,0.519,-0.886,-2.079,-0.523,0.953,-0.42,-0.679,0.656,1.783,-0.276,2.364,-1.445,0.837,-0.204,1.774,0.476,-1.523,-2.759,-0.953,0.944,-0.478,-0.809,-1.047,0.332,0.178,1.308,0.564,-0.676,-1.032,1.682,-0.366,-0.08,0.874,-0.935,-1.058,1.065,-0.541,0.111,0.17,2.188,1.468,-0.629,0.929,0.289,Front Crawl,1248,389,0.259
0.625,0.977,-0.035,-0.857,-0.056,0.771,-0.125,-1.292,-0.552,-1.997,-0.85,-0.822,0.878,0.197,-0.194,0.507,-0.087,1.29,-0.011,-0.424,-1.557,2.877,-0.346,-2.591,0.707,2.596,0.751,-1.48,0.396,-0.067,-0.0,-0.957,0.682,-0.712,-0.56,-0.23,0.396,0.073,0.698,-0.34,-0.211,-0.297,-1.738,0.909,-1.101,0.467,-0.412,-0.183,1.829,-0.5,-1.136,3.036,-1.811,-0.554,-0.058,0.398,0.718,0.435,0.582,0.461,Freestyle,493,111,0.625
0.467,0.772,0.102,-0.028,0.31,-1.158,-1.564,0.561,-1.398,-0.958,-0.063,1.814,-0.298,-2.076,-0.008,-0.048,-0.655,-0.524,0.912,1.382,-0.9,0.37,0.961,1.681,-1.36,-0.808,-0.905,-0.44,-0.589,1.421,0.072,0.473,0.608,-1.106,0.388,-0.286,0.319,-1.656,0.157,0.706,-0.373,-0.238,0.927,-0.718,-0.595,-0.262,0.853,0.976,-0.838,-1.302,-0.324,0.028,-1.499,0.219,-0.235,1.254,0.707,-0.864,-0.723,-1.643,Butterfly,256,865,0.302
0.648,0.481,-0.701,-0.265,1.309,0.36,0.224,0.137,0.196,-1.746,-1.089,-1.404,0.719,0.276,0.189,0.382,-1.395,-0.455,0.653,-1.637,0.91,0.688,0.134,1.207,0.918,-0.162,0.433,-0.632,0.025,0.141,0.046,0.435,-0.394,0.269,0.561,0.71,1.451,-0.696,0.183,-1.349,0.977,-2.803,-0.378,-0.439,-1.672,-1.285,0.055,0.179,-1.705,-1.666,-0.904,0.812,0.109,0.842,-1.085,-0.358,-0.669,-0.858,-2.06,0.386,Breaststroke,1145,538,0.456
0.345,0.079,-0.118,-0.383,-0.762,-0.523,0.52,-1.535,1.192,-0.838,-0.713,0.905,1.34,-1.398,0.791,0.321,0.12,-0.913,0.085,0.024,-0.89,-1.707,-0.444,-0.25,0.149,-0.106,0.066,0.721,-0.865,0.425,-0.539,-1.182,-1.12,0.868,0.15,1.693,-0.021,-0.74,0.717,-1.487,-0.016,-0.282,1.131,0.083,-1.266,1.662,-0.072,-0.275,0.849,-0.806,0.746,1.684,0.87,-0.857,0.459,0.5,-0.787,-0.166,1.308,-2.344,Breaststroke,461,1028,0.284
0.686,0.695,-1.543,1.392,-0.887,-0.963,0.307,0.504,-1.083,-2.512,-1.35,-0.432,0.302,-1.481,0.457,-0.248,-1.157,-0.813,-2.337,0.579,1.549,-0.491,-1.771,0.111,-0.556,-0.773,-0.496,0.373,1.639,0.807,2.143,0.384,-0.114,-0.631,2.176,-0.503,-0.458,0.994,-0.491,-0.59,-1.222,0.86,0.799,-1.144,0.623,0.068,0.12,-0.724,-0.761,-0.824,0.892,0.477,-0.052,0.117,0.175,1.187,-0.462,0.437,1.467,-0.456,Backstroke,625,173,0.24
1.663,-0.096,1.037,-0.002,-0.629,1.719,1.272,-2.261,-0.425,0.314,-0.23,-0.262,-1.487,-0.485,-1.173,2.896,-0.705,0.388,1.012,-0.444,0.59,-0.577,1.805,-0.0,-0.699,0.755,-1.15,-0.455,1.544,-0.9,-0.236,-1.212,0.464,-0.278,-0.666,-0.564,0.28,0.851,-0.143,-0.78,-0.631,-0.266,-0.172,-0.437,-1.94,-0.291,0.914,0.893,-0.604,0.775,2.864,-1.367,-0.827,-0.188,-0.162,0.248,1.156,-0.847,-0.286,-1.631,Freestyle,1813,293,0.632
0.145,0.283,1.877,1.509,-0.552,-0.921,1.062,-0.044,-0.25,0.206,-1.092,0.871,-0.401,-1.421,1.439,-1.262,-0.499,-0.674,-0.945,-0.061,-0.114,-0.209,2.029,-1.291,-0.828,-0.319,-0.785,1.69,-1.043,-0.691,-1.05,0.041,0.307,0.329,-0.267,0.773,1.47,-0.004,-0.198,1.107,-0.583,-0.538,0.413,1.406,0.096,-0.629,-0.529,2.322,-1.11,-0.532,-0.399,-0.868,1.139,-1.406,-0.77,-0.039,-1.081,-0.22,0.443,-0.391,Freestyle,245,689,0.359
-0.624,1.637,1.527,-0.3,-0.675,0.094,-0.018,0.504,-1.192,-0.1,1.171,1.478,0.047,0.595,-0.342,-2.193,0.85,-0.47,1.381,-1.377,-1.19,0.01,-0.507,-1.568,1.255,0.72,-0.526,1.284,-0.03,1.441,-1.146,-0.41,1.331,-0.335,0.417,-0.033,0.939,1.408,-0.206,-0.528,-0.689,-0.564,-0.667,0.016,-0.86,-0.646,-1.168,0.306,-0.563,-0.454,0.293,-2.143,-0.936,-1.258,-0.162,0.47,-1.568,0.141,-0.665,-0.401,Butterfly,1040,366,0.684
-0.441,1.778,0.5,-0.33,1.415,0.737,0.209,2.171,0.41,0.881,0.703,1.591,1.012,1.484,-1.325,-0.376,-0.074,-1.926,0.334,0.856,-0.274,0.472,-0.251,0.897,1.012,-0.211,0.438,0.091,1.234,0.295,-0.664,-0.285,0.343,1.445,-1.836,0.454,-0.287,-0.06,-1.52,-0.342,-0.929,1.107,0.444,0.506,-0.329,0.999,1.225,-1.348,-2.675,-0.133,-0.099,-0.971,0.606,0.183,0.203,-0.72,-0.993,0.711,0.043,0.285,Breaststroke,1911,845,0.164
-0.242,-1.26,-0.918,-0.141,-0.106,-0.557,-0.961,-1.484,1.067,0.163,1.46,-0.159,0.409,-1.837,0.07,-0.482,-0.596,-2.378,0.863,0.682,-0.995,0.527,0.486,-0.49,-0.618,-1.094,2.166,1.324,-0.135,0.787,-0.496,-1.902,-0.319,1.328,-0.197,0.15,0.418,0.791,0.959,0.169,0.924,0.031,-0.324,-0.332,-0.308,-0.564,-0.164,0.682,-0.553,0.926,0.259,0.045,0.738,-0.91,-1.034,0.293,1.509,1.368,1.27,1.462,Front Crawl,599,168,0.681
-0.502,-0.273,-0.115,0.845,0.43,0.228,0.621,-1.809,-0.137,1.059,-0.293,-0.288,-1.36,-0.566,-0.564,-0.09,-0.144,-0.308,-0.246,0.502,0.68,0.032,-0.761,1.233,-1.351,0.597,-0.019,0.869,-0.514,1.089,-1.261,0.796,0.127,1.612,-0.238,-0.202,-1.491,0.231,-0.128,0.936,-0.027,0.49,-0.697,0.782,-0.698,0.196,-1.669,0.173,-0.632,0.363,-0.928,-0.145,-0.2,-0.326,0.595,0.709,-0.125,1.435,-1.385,0.596,Backstroke,1374,744,0.152
-1.03,-1.04,-0.088,-0.959,0.178,0.063,0.495,0.99,-0.237,-0.66,1.23,-1.306,-0.942,0.954,1.712,-0.42,0.304,-0.686,-0.614,0.048,1.429,-1.141,0.174,-0.61,0.639,0.068,0.028,0.476,0.73,0.509,-1.059,-0.877,-0.253,0.642,0.996,0.054,0.114,-0.297,1.242,0.048,-0.906,0.44,-0.887,0.563,0.415,-2.013,-0.58,0.03,-1.23,-0.66,-0.155,-0.708,-0.127,-0.23,-1.38,-0.525,-1.512,-0.623,0.796,-1.497,Front Crawl,1369,724,0.714
-0.857,0.607,-0.298,1.301,0.36,0.509,-0.346,1.218,1.152,0.504,0.629,-0.539,0.307,0.462,1.191,0.676,0.557,-0.079,2.066,-0.215,-0.326,-0.394,-0.025,-0.517,-2.168,-1.406,-0.883,0.715,0.407,0.735,-0.909,0.952,0.249,0.138,0.024,-0.955,-0.347,-0.24,-1.091,0.063,0.38,-0.722,-0.825,0.376,0.252,-0.732,0.405,0.405,1.431,0.926,-0.467,2.206,-0.096,0.346,-1.102,0.489,1.873,1.05,0.2,-0.447,Breaststroke,1191,167,0.355
2.603,-0.027,-1.044,0.123,1.24,-0.815,1.102,0.925,0.585,0.322,0.181,0.744,-0.262,0.862,-1.951,1.005,-0.809,-1.459,-0.404,-1.689,-0.657,0.45,-0.53,1.237,1.203,-0.156,0.003,0.065,-2.09,0.151,0.771,-0.696,0.301,1.073,-0.016,-1.062,1.768,0.416,0.488,-2.077,-0.884,-1.205,1.043,-1.158,-0.979,-1.154,1.68,0.234,0.562,-0.531,0.111,-1.936,1.148,1.013,1.125,-0.481,-1.104,1.005,-0.889,1.52,Breaststroke,467,642,0.462
-0.414,1.318,-0.775,0.929,-0.915,0.712,-0.826,0.142,3.667,1.277,-0.533,-0.346,0.523,0.411,0.011,0.001,1.025,-0.132,0.559,0.255,0.762,-1.505,-0.945,-1.335,-1.099,-0.038,1.093,-0.462,0.566,-1.374,-0.23,1.273,0.69,-0.11,-1.955,1.1,-1.441,-1.023,0.888,2.016,0.571,0.998,0.05,0.152,0.659,-1.134,-0.226,0.638,-0.22,1.409,0.63,0.736,0.477,0.233,-0.341,-0.053,0.343,-1.487,-0.569,-1.402,Backstroke,1346,808,0.504
-0.063,0.512,0.486,0.61,-0.398,-1.178,-0.288,0.544,0.094,-0.292,0.319,-1.384,0.763,0.397,0.201,0.474,-0.27,0.307,1.431,-1.27,-0.313,1.141,-1.39,0.103,-0.174,0.349,0.783,-1.919,0.396,-0.097,-0.877,-0.392,1.655,-0.007,-0.83,-0.869,0.342,0.8,-0.708,0.584,-0.469,-0.053,-0.118,-0.115,-0.281,-0.956,-0.334,-0.191,2.525,1.106,0.745,-1.256,0.28,-0.854,0.693,0.304,1.219,0.516,0.291,0.844,Butterfly,1531,621,0.18
0.026,-0.515,-1.384,1.95,0.886,-0.442,0.715,-1.359,-0.382,-0.621,-1.315,1.054,-0.977,-2.289,1.163,-0.109,-1.145,0.599,-1.145,-0.111,0.632,-1.022,-1.721,1.446,0.535,-0.008,0.506,-0.137,0.782,-0.514,-0.79,0.742,1.168,1.018,0.136,0.062,-1.348,-0.81,-0.64,-0.829,-1.972,-0.21,0.813,0.831,1.081,1.314,-1.227,-1.187,-0.424,-0.076,1.645,-0.825,0.567,-1.573,0.697,0.334,3.114,-1.375,1.765,0.153,Backstroke,1469,479,0.3
-0.601,-0.729,1.024,0.519,0.852,-1.35,-1.683,0.272,-0.005,2.241,-0.402,1.834,-2.384,0.361,-0.343,-0.914,0.337,-0.967,-0.097,-2.11,0.213,-2.229,-0.778,-1.428,2.271,2.201,0.603,0.975,1.847,1.309,-0.007,-0.748,-0.516,-2.017,0.149,-0.239,-1.433,0.684,-1.341,-1.149,1.19,-0.575,-0.859,-0.715,0.149,-0.545,-0.185,-2.232,1.248,-0.053,-0.096,1.149,-0.002,-0.214,-0.422,-2.569,-0.061,0.121,-1.027,-0.693,Breaststroke,1567,132,0.378
-0.493,0.745,-0.974,-0.119,-0.342,0.462,0.543,-0.079,-0.687,0.035,-0.968,0.277,0.453,0.585,2.145,-0.223,-0.991,-0.374,0.511,-0.547,-0.875,-0.262,-1.217,-2.084,-0.829,1.802,-0.255,1.705,0.216,-0.075,0.074,-0.229,0.396,-0.195,0.577,-0.795,-0.209,0.204,1.66,-0.201,0.319,1.559,0.317,2.163,1.174,-1.025,1.49,-0.575,-1.967,0.346,0.711,2.036,-1.441,-0.719,1.398,0.017,0.888,-0.453,0.317,0.638,Front Crawl,1442,346,0.323
-1.278,2.747,0.216,-0.246,0.759,-0.048,1.318,-1.047,-0.819,1.229,-2.023,0.642,0.115,0.261,-0.343,0.288,-0.856,-0.6,-0.497,-0.419,0.758,-1.741,0.313,-1.465,-0.351,-0.551,0.269,0.332,-1.269,-0.274,-1.945,1.183,0.447,0.73,-0.409,-0.389,-0.619,-1.055,-0.082,-0.058,-0.879,0.588,0.978,-0.382,0.994,-0.149,-0.826,0.407,0.098,-2.047,0.632,0.586,-0.518,0.84,-0.915,1.433,-1.378,-2.048,-1.526,0.651,Freestyle,484,843,0.56
-1.468,-0.235,-1.072,0.156,-0.699,-1.195,-0.094,-0.004,0.169,0.715,-1.813,0.48,0.338,0.968,-0.737,0.006,-0.612,1.879,0.147,-0.564,-0.823,-0.929,0.413,-0.707,1.15,0.887,-1.377,0.156,-0.71,-0.53,0.576,0.378,1.318,0.486,1.331,0.903,0.741,-0.986,-1.723,-0.828,0.066,0.745,-0.013,-2.292,-0.056,-0.969,-0.534,-1.788,0.99,0.116,1.199,0.591,0.033,-0.81,-0.334,-0.991,-1.537,-1.59,0.214,0.167,Freestyle,1600,704,0.308
-0.694,-0.612,1.278,-0.717,-0.38,0.239,-0.184,-0.553,0.515,1.421,-0.921,-0.229,-0.039,-0.905,-0.37,-1.997,-0.316,-0.56,0.145,2.284,-0.411,-0.471,1.236,1.02,-1.136,1.183,2.089,-0.123,1.052,1.354,-0.98,-1.114,-0.97,0.283,1.416,-1.181,1.932,1.284,0.49,0.752,-1.492,0.228,-1.036,-0.237,0.358,-0.916,1.08,1.487,-1.537,-0.949,-0.752,0.003,-0.027,0.28,-0.316,-0.644,-0.852,-0.214,-0.107,-0.677,Butterfly,110,626,0.595
0.016,-1.246,0.262,1.045,-0.275,-1.116,-0.158,0.911,0.311,0.061,0.032,0.409,0.145,0.996,-0.054,1.169,0.222,-0.36,1.024,-0.12,-1.686,0.418,-0.684,1.785,2.029,0.625,0.309,0.762,0.299,-0.228,0.049,0.092,-0.222,0.649,1.596,1.433,1.164,-0.572,0.073,-1.063,-0.044,0.507,-0.337,-1.055,0.807,-0.192,0.772,0.29,-1.122,-0.821,1.237,0.984,-1.523,-0.374,0.546,0.925,0.73,0.208,1.11,-2.998,Front Crawl,1656,536,0.568
0.202,-0.14,-0.517,-0.397,-1.103,0.241,-2.294,-1.337,0.584,-0.601,-1.583,-0.126,-0.798,-0.441,-1.22,-0.372,1.037,-0.556,-0.382,-2.858,-0.797,1.222,0.179,0.534,-0.356,-0.716,0.341,1.097,-1.21,1.1,2.505,-1.205,0.728,0.292,-1.397,-0.577,-0.093,-0.501,-0.154,0.71,-0.942,-0.487,-0.561,1.312,1.996,-0.456,-0.481,0.721,1.076,-1.217,0.306,0.131,0.983,1.985,-0.862,0.454,-0.941,0.953,0.27,0.267,Breaststroke,175,303,0.443
1.017,0.386,0.044,-1.214,0.809,0.991,0.16,0.244,-0.117,0.076,-1.362,-1.217,1.168,-0.268,-0.102,0.823,-1.646,-0.936,2.138,1.421,1.03,0.011,0.36,1.397,0.487,0.097,-0.199,-0.502,-0.854,-2.233,2.452,-1.413,0.515,0.107,0.739,0.874,-0.911,0.443,0.291,-1.692,1.849,-1.621,-0.558,-0.962,0.652,-0.36,-1.52,2.524,0.314,0.995,1.114,0.597,0.305,-0.322,-1.375,1.507,-0.934,0.434,-1.52,-0.037,Front Crawl,426,101,0.54
1.217,-1.004,0.808,-0.584,-0.191,0.09,1.623,0.278,1.115,-0.26,0.118,-1.353,-0.502,0.792,-0.773,-0.98,-0.799,0.352,-1.942,-0.533,0.461,1.61,-0.884,1.715,-0.632,-0.698,-0.687,0.971,-1.48,1.97,-0.619,0.609,-0.701,1.512,-0.971,0.643,-2.153,-0.326,-0.792,-0.68,0.72,0.65,0.03,0.173,-0.886,0.753,-1.169,-1.572,-1.14,-0.421,-0.21,1.882,0.462,0.516,-0.474,-0.694,0.987,1.008,-0.598,-1.116,Freestyle,1823,994,0.68
0.394,1.959,0.571,-0.655,1.366,-0.593,0.312,0.783,0.795,0.495,1.955,0.048,0.196,2.484,0.894,-0.717,0.516,0.364,0.26,-0.215,0.63,0.228,-0.242,1.08,0.224,1.073,2.737,-3.076,-1.434,-1.235,-0.433,1.704,-0.816,-0.392,0.724,0.795,0.044,0.882,-0.873,0.027,-0.207,1.813,0.739,-1.459,1.756,0.338,-1.215,0.657,-0.443,-0.717,0.124,-0.368,0.208,-1.119,0.655,-0.97,0.215,1.831,-0.888,1.332,Butterfly,1588,196,0.451
-1.217,0.155,-1.3,-1.071,-0.558,1.607,-0.112,1.1,0.736,0.472,0.135,0.762,-1.418,0.108,-0.518,-0.358,1.62,1.02,-0.007,2.339,-0.394,1.783,-0.873,0.876,-2.16,-0.235,-1.07,-0.271,-0.468,-0.709,0.562,-0.428,-0.688,0.149,0.881,-0.293,-0.887,-0.3,0.323,0.32,0.822,0.609,-0.339,0.384,0.029,0.03,1.456,-1.047,-1.253,0.845,-0.684,0.615,-0.115,0.334,1.034,0.513,0.193,0.944,0.459,1.267,Breaststroke,1682,580,0.597
0.381,0.344,0.332,-0.649,-0.422,-1.461,0.998,1.648,-0.195,1.194,1.817,0.399,0.227,0.198,-0.312,0.44,-0.996,-0.565,-0.111,0.213,-1.143,-0.215,-0.698,0.289,0.476,-1.703,-0.248,0.636,-0.331,1.475,1.287,-0.126,-0.89,-0.352,-0.397,2.233,-0.038,-0.991,0.808,1.126,-0.02,-1.038,-0.009,-0.546,-0.902,-0.062,-2.122,-0.376,-1.286,0.329,0.619,-0.335,-0.096,0.053,0.032,1.078,-0.987,-1.807,-0.551,0.66,Butterfly,1115,337,0.338
-1.017,1.632,0.141,0.545,-0.189,0.615,-0.898,-1.337,-0.091,1.347,0.31,-0.008,-0.514,0.703,-1.838,-2.278,0.775,0.014,-0.776,0.209,0.311,1.954,-0.424,-0.313,-0.957,1.231,0.911,-0.865,-1.221,0.315,0.216,1.227,-1.82,-0.235,-0.113,-0.159,0.072,0.588,0.94,0.138,-0.059,1.221,2.374,-1.288,1.42,-0.535,0.116,0.028,1.668,-1.016,0.704,-1.186,0.983,-1.311,1.427,1.584,-0.267,1.076,-0.278,0.607,Freestyle,387,956,0.689
2.256,-0.843,-1.476,0.435,-0.15,0.742,-1.751,-0.588,-1.691,0.603,-0.253,0.878,0.533,0.268,-0.31,-0.869,0.346,-0.882,1.206,-1.013,2.59,0.155,-0.191,0.419,1.478,1.16,-1.813,0.969,-0.08,0.652,-0.333,-0.684,0.328,0.793,-1.757,0.613,1.285,0.429,-0.819,-0.125,0.797,1.614,-0.216,1.155,-1.181,-0.685,0.077,1.646,0.439,-0.605,-0.097,-0.571,-0.491,-0.822,1.12,-0.775,0.877,-1.218,-1.269,-1.669,Front Crawl,1807,317,0.267
-0.831,1.402,-1.445,0.508,0.743,0.613,1.636,-0.88,1.994,0.626,-0.632,0.934,-1.042,-0.414,0.177,-1.13,1.671,-0.445,-0.111,-2.039,0.119,0.286,0.892,-1.375,-1.159,1.73,-0.26,-0.803,-1.253,-0.797,-0.426,0.733,0.253,-2.377,-1.879,-0.653,0.446,-0.823,1.12,-0.873,-0.375,-0.796,-0.195,0.334,0.592,1.011,1.038,0.936,-0.732,-0.242,0.942,0.365,-1.34,1.333,0.751,-1.445,-0.697,1.573,1.017,0.009,Freestyle,593,681,0.835
-0.335,0.982,-0.57,-0.711,0.12,-0.538,0.149,-0.297,-0.704,-2.042,0.472,0.244,0.281,1.001,0.369,-0.874,-0.768,1.075,-1.169,-0.127,-0.31,-1.374,1.262,0.193,-1.215,1.012,0.089,-0.774,-0.99,1.29,-0.586,0.977,0.445,-0.907,-0.828,0.341,0.115,0.105,-0.567,0.254,-1.527,-0.536,-0.379,-1.072,-0.224,-0.322,0.646,-0.588,-1.485,0.921,-0.231,-0.778,-0.501,1.941,1.071,-0.531,-0.037,-0.365,-0.093,0.744,Front Crawl,1705,110,0.638
-0.821,-0.972,0.276,-2.213,-0.018,0.822,1.423,1.157,-1.309,0.231,-2.755,-1.285,-0.408,-1.404,0.438,0.449,-1.141,-1.967,-1.401,-0.67,-0.316,0.936,0.47,-1.875,-0.603,0.893,0.749,0.83,-1.716,-0.169,-0.077,-0.204,1.422,1.1,-1.021,0.174,0.957,-0.909,-0.515,-1.418,0.1,-0.388,0.201,0.758,0.09,-1.106,-0.26,0.236,-0.078,-0.377,-1.786,0.85,-0.976,-0.311,0.268,1.145,-1.835,-1.824,-1.498,-1.261,Freestyle,844,388,0.642
-0.198,0.903,0.345,0.847,1.679,0.859,-1.872,0.22,-1.273,1.976,1.161,-0.917,-0.129,-0.091,-2.199,-0.984,-0.379,1.266,-1.605,1.671,-0.36,-0.073,0.197,-1.066,0.369,-0.95,1.762,0.093,0.13,0.92,-0.514,0.176,0.381,1.874,1.093,1.044,-2.096,1.482,0.654,-1.161,-1.402,1.738,1.02,0.373,-0.77,1.431,-0.751,-0.903,0.153,1.298,0.852,-0.537,-1.53,0.59,-1.227,-0.348,-0.7,0.265,0.428,0.367,Breaststroke,348,527,0.463
-1.006,-0.781,-0.055,-1.287,-0.681,0.818,-2.477,-0.63,1.379,-0.293,-0.298,-1.847,2.34,0.33,-0.02,0.078,1.917,-2.134,0.836,0.208,-0.504,1.074,-0.135,0.093,0.025,0.76,1.857,0.483,0.803,-1.271,0.203,-0.637,-1.906,0.438,1.591,-0.149,0.809,1.692,1.392,0.044,0.229,1.591,-0.581,0.215,-0.182,-0.062,0.75,-0.278,-0.855,-0.74,0.196,0.614,-0.381,-0.06,1.269,0.086,-2.328,0.469,1.433,-0.856,Freestyle,561,925,0.489
